id,name,role
1000548,Micah Abbey,Donatello (voice)
1000548,Shamon Brown Jr.,Michelangelo (voice)
1000548,Nicolas Cantu,Leonardo (voice)
1000549,Will Arnett,Batman / Bruce Wayne (voice)
1000549,Michael Cera,Robin / Dick Grayson (voice)
1000549,Rosario Dawson,Batgirl / Barbara Gordon (voice)
1000551,Taron Egerton,Elton John
1000551,Jamie Bell,Bernie Taupin
1000551,Richard Madden,John Reid
1000552,Tom Hardy,Eddie Brock / Venom
1000552,Woody Harrelson,Cletus Kasady / Carnage
1000552,Michelle Williams,Anne Weying
1000553,Jim Carrey,Grinch
1000553,Taylor Momsen,Cindy Lou Who
1000553,Jeffrey Tambor,Mayor Augustus Maywho
1000554,Daveigh Chase,Lilo (voice)
1000554,Chris Sanders,Stitch (voice)
1000554,Tia Carrere,Nani (voice)
1000555,Tom Cruise,Ethan Hunt
1000555,Henry Cavill,August Walker
1000555,Ving Rhames,Luther Stickell
1000556,Harrison Ford,Indiana Jones
1000556,Phoebe Waller-Bridge,Helena
1000556,Mads Mikkelsen,Dr. Voller
1000558,Ben Whishaw,Paddington (voice)
1000558,Hugh Bonneville,Henry Brown
1000558,Sally Hawkins,Mary Brown
1000559,Ben Stiller,Alex (voice)
1000559,Chris Rock,Marty (voice)
1000559,David Schwimmer,Melman (voice)
1000560,Matt Damon,Sonny Vaccaro
1000560,Ben Affleck,Phil Knight
1000560,Jason Bateman,Rob Strasser
1000561,Tom Cruise,Maj. William 'Bill' Cage
1000561,Emily Blunt,Sgt. Rita Vrataski
1000561,Bill Paxton,Master Sergeant Farell
1000562,Brad Pitt,Billy Beane
1000562,Jonah Hill,Peter Brand
1000562,Philip Seymour Hoffman,Art Howe
1000563,Aaron Taylor-Johnson,Dave Lizewski / Kick-Ass
1000563,Chloë Grace Moretz,Mindy Macready / Hit-Girl
1000563,Nicolas Cage,Damon Macready / Big Daddy
1000565,Essie Davis,Amelia Vanek
1000565,Noah Wiseman,Samuel Vanek
1000565,Hayley McElhinney,Claire
1000566,Henry Cavill,Clark Kent / Superman / Kal-El
1000566,Amy Adams,Lois Lane
1000566,Michael Shannon,General Zod
1000567,Vicky Krieps,Prisca
1000567,Gael García Bernal,Guy
1000567,Rufus Sewell,Charles
1000568,Sacha Baron Cohen,Borat Sagdiyev
1000568,Ken Davitian,Azamat Bagatov
1000568,Luenell,Luenell
1000570,Ethan Hawke,Jesse
1000570,Julie Delpy,Céline
1000570,Seamus Davey-Fitzpatrick,Hank
1000571,Mark Ruffalo,Michael Rezendes
1000571,Michael Keaton,Walter 'Robby' Robinson
1000571,Rachel McAdams,Sacha Pfeiffer
1000572,Ben Stiller,Walter Mitty
1000572,Kristen Wiig,Cheryl Melhoff
1000572,Sean Penn,Sean O'Connell
1000573,Anya Taylor-Joy,Emma Woodhouse
1000573,Johnny Flynn,George Knightley
1000573,Josh O'Connor,Mr. Elton
1000575,Ezra Miller,Barry Allen / The Flash
1000575,Sasha Calle,Kara Zor-El / Supergirl
1000575,Michael Keaton,Bruce Wayne / Batman
1000577,Abbi Jacobson,Katie / Dog Cop (voice)
1000577,Danny McBride,Rick (voice)
1000577,Maya Rudolph,Linda (voice)
1000580,Lady Gaga,Patrizia Reggiani
1000580,Adam Driver,Maurizio Gucci
1000580,Al Pacino,Aldo Gucci
1000581,Mara Wilson,Matilda Wormwood
1000581,Danny DeVito,Harry Wormwood / Narrator (voice)
1000581,Rhea Perlman,Zinnia Wormwood
1000582,Colin Farrell,Ray
1000582,Brendan Gleeson,Ken Daley
1000582,Ralph Fiennes,Harry Waters
1000583,Pam Grier,Jackie Brown
1000583,Samuel L. Jackson,Ordell Robbie
1000583,Robert De Niro,Louis Gara
1000584,Brad Pitt,Mickey O'Neil
1000584,Jason Statham,Turkish
1000584,Alan Ford,Brick Top Polford
1000585,Ben Stiller,Larry Daley
1000585,Carla Gugino,Rebecca
1000585,Dick Van Dyke,Cecil
1000586,Emile Hirsch,Christopher McCandless / Alexander Supertramp
1000586,Marcia Gay Harden,Billie McCandless
1000586,William Hurt,Walt McCandless
1000587,Andy Serkis,Caesar
1000587,Woody Harrelson,The Colonel
1000587,Karin Konoval,Maurice
1000590,Mads Mikkelsen,Lucas
1000590,Thomas Bo Larsen,Theo
1000590,Annika Wedderkopp,Klara
1000591,Nicolas Cage,Paul Matthews
1000591,Julianne Nicholson,Janet Matthews
1000591,Lily Bird,Sophie Matthews
1000592,Tang Wei,Song Seo-rae
1000592,Park Hae-il,Jang Hae-joon
1000592,Lee Jung-hyun,Jeong-ahn
1000593,David Dastmalchian,Jack Delroy
1000593,Laura Gordon,June Ross-Mitchell
1000593,Ian Bliss,Carmichael Haig
1000594,Cillian Murphy,Jim
1000594,Naomie Harris,Selena
1000594,Brendan Gleeson,Frank
1000595,Georgie Henley,Lucy Pevensie
1000595,Skandar Keynes,Edmund Pevensie
1000595,William Moseley,Peter Pevensie
1000596,Kristen Stewart,Bella Swan
1000596,Robert Pattinson,Edward Cullen
1000596,Taylor Lautner,Jacob Black
1000597,Roberto Benigni,Guido
1000597,Nicoletta Braschi,Dora
1000597,Giorgio Cantarini,Giosué
1000598,Tate Donovan,Hercules (voice)
1000598,Josh Keaton,Young Hercules (voice)
1000598,Roger Bart,Young Hercules (singing voice)
1000599,Vin Diesel,The Iron Giant (voice)
1000599,Eli Marienthal,Hogarth Hughes (voice)
1000599,Jennifer Aniston,Annie Hughes (voice)
1000600,Sofia Boutella,Selva
1000600,Romain Guillermic,David
1000600,Souheila Yacoub,Lou
1000602,Jenny Slate,Marcel (voice)
1000602,Dean Fleischer Camp,Dean
1000602,Isabella Rossellini,Nana Connie (voice)
1000603,Mark Wahlberg,John Bennett
1000603,Mila Kunis,Lori Collins
1000603,Seth MacFarlane,Ted (voice)
1000604,Idina Menzel,Elsa (voice)
1000604,Kristen Bell,Anna (voice)
1000604,Josh Gad,Olaf (voice)
1000605,Ben Stiller,Derek Zoolander
1000605,Owen Wilson,Hansel
1000605,Christine Taylor,Matilda Jeffries
1000606,James McAvoy,Charles Xavier / Professor X
1000606,Michael Fassbender,Erik Lehnsherr / Magneto
1000606,Kevin Bacon,Sebastian Shaw / Black King
1000607,Johnny Depp,Jack Sparrow
1000607,Orlando Bloom,Will Turner
1000607,Keira Knightley,Elizabeth Swann
1000608,Anika Noni Rose,Tiana (voice)
1000608,Bruno Campos,Prince Naveen (voice)
1000608,Jim Cummings,Ray (voice)
1000609,Matthew McConaughey,Ron Woodroof
1000609,Jennifer Garner,Eve
1000609,Jared Leto,Rayon
1000611,Brad Pitt,Gerry Lane
1000611,Mireille Enos,Karen Lane
1000611,Daniella Kertesz,Segen
1000613,Dev Patel,Older Jamal
1000613,Freida Pinto,Older Latika
1000613,Madhur Mittal,Older Salim
1000614,John Goodman,Howard
1000614,Mary Elizabeth Winstead,Michelle
1000614,John Gallagher Jr.,Emmett
1000615,Leonardo DiCaprio,Romeo
1000615,Claire Danes,Juliet
1000615,Jesse Bradford,Balthasar
1000618,Matt Damon,Tom Ripley
1000618,Jude Law,Dickie Greenleaf
1000618,Gwyneth Paltrow,Marge Sherwood
1000621,Tom Hanks,Chuck Noland
1000621,Helen Hunt,Kelly Frears
1000621,Chris Noth,Jerry Lovett
1000622,Neve Campbell,Sidney Prescott
1000622,Courteney Cox,Gale Weathers
1000622,David Arquette,Dewey Riley
1000623,Lana Condor,Lara Jean Song Covey
1000623,Noah Centineo,Peter Kavinsky
1000623,Janel Parrish,Margot Song Covey
1000625,Taylor Zakhar Perez,Alex Claremont-Diaz
1000625,Nicholas Galitzine,Henry Hanover-Stuart Fox
1000625,Uma Thurman,Ellen Claremont
1000626,Ian McKellen,Gandalf the Grey
1000626,Martin Freeman,Bilbo Baggins
1000626,Richard Armitage,Thorin Oakenshield
1000627,Annabelle Wallis,Madison Mitchell
1000627,Maddie Hasson,Sydney Lake
1000627,George Young,Detective Kekoa Shaw
1000628,Johnny Depp,Rango / Lars (voice)
1000628,Isla Fisher,Beans (voice)
1000628,Ned Beatty,Mayor (voice)
1000629,Tom Cruise,Ethan Hunt
1000629,Jon Voight,Jim Phelps
1000629,Emmanuelle Béart,Claire Phelps
1000630,Eddie Redmayne,Stephen Hawking
1000630,Felicity Jones,Jane Hawking
1000630,Charlie Cox,Jonathan Hellyer Jones
1000631,Alexander Skarsgård,James Foster
1000631,Mia Goth,Gabi Bauer
1000631,Cleopatra Coleman,Em Foster
1000632,Nicolas Cage,Nick Cage / Nicky
1000632,Pedro Pascal,Javi Gutierrez
1000632,Sharon Horgan,Olivia
1000633,Joaquin Phoenix,Freddie Quell
1000633,Philip Seymour Hoffman,Lancaster Dodd
1000633,Amy Adams,Peggy Dodd
1000634,Ben Affleck,Bruce Wayne / Batman
1000634,Henry Cavill,Clark Kent / Superman / Kal-El
1000634,Gal Gadot,Diana Prince / Wonder Woman
1000635,Jason Schwartzman,Max Fischer
1000635,Bill Murray,Herman Blume
1000635,Olivia Williams,Rosemary Cross
1000636,Carey Mulligan,Felicia Montealegre
1000636,Bradley Cooper,Leonard Bernstein
1000636,Matt Bomer,David Oppenheim
1000637,Bill Murray,Steve Zissou
1000637,Owen Wilson,Ned Plimpton
1000637,Cate Blanchett,Jane Winslett-Richardson
1000639,Alexander Skarsgård,Nathan Lind
1000639,Rebecca Hall,Ilene Andrews
1000639,Kaylee Hottle,Jia
1000640,Amber Midthunder,Naru
1000640,Dakota Beavers,Taabe
1000640,Michelle Thrush,Aruka
1000641,Cameron Diaz,Amanda Woods
1000641,Kate Winslet,Iris Simpkins
1000641,Jude Law,Graham Simpkins
1000643,Ben Whishaw,Paddington Brown (voice)
1000643,Sally Hawkins,Mary Brown
1000643,Hugh Grant,Phoenix Buchanan
1000644,Camila Mendes,Drea Torres
1000644,Maya Hawke,Eleanor Levetan
1000644,Austin Abrams,Max Broussard
1000645,Ryan Gosling,Dean
1000645,Michelle Williams,Cindy
1000645,John Doman,Jerry
1000646,Emilia Jones,Ruby Rossi
1000646,Marlee Matlin,Jackie Rossi
1000646,Troy Kotsur,Frank Rossi
1000647,Casey Affleck,C
1000647,Rooney Mara,M
1000647,McColm Kona Cephas Jr.,Little Boy
1000648,Tom Hiddleston,Loki Laufeyson
1000648,Sophia di Martino,Sylvie / The Variant
1000648,Wunmi Mosaku,Hunter B-15
1000649,Tom Holland,Nathan Drake
1000649,Mark Wahlberg,Victor 'Sully' Sullivan
1000649,Sophia Ali,Chloe Frazer
1000650,Michael B. Jordan,Adonis Johnson
1000650,Sylvester Stallone,Rocky Balboa
1000650,Tessa Thompson,Bianca
1000651,Ewan McGregor,Ed Bloom (young)
1000651,Albert Finney,Ed Bloom (senior)
1000651,Billy Crudup,Will Bloom
1000652,John David Washington,Joshua
1000652,Madeleine Yuna Voyles,Alphie
1000652,Gemma Chan,Maya
1000654,Daisy Edgar-Jones,Marianne Sheridan
1000654,Paul Mescal,Connell Waldron
1000657,Tom Hanks,Hero Boy / Father / Conductor / Hobo / Scrooge / Santa Claus
1000657,Leslie Zemeckis,Sister Sarah / Mother
1000657,Eddie Deezen,Know-It-All
1000658,Bradley Cooper,Stanton Carlisle
1000658,Cate Blanchett,Dr. Lilith Ritter
1000658,Toni Collette,Zeena the Seer
1000659,Sandra Bullock,Margaret Tate
1000659,Ryan Reynolds,Andrew Paxton
1000659,Malin Åkerman,Gertrude
1000660,Jon Heder,Napoleon Dynamite
1000660,Efren Ramirez,Pedro Sanchez
1000660,Tina Majorino,Deb
1000661,Millie Bobby Brown,Enola Holmes
1000661,Henry Cavill,Sherlock Holmes
1000661,Sam Claflin,Mycroft Holmes
1000662,Matthew McConaughey,Michael Pearson
1000662,Charlie Hunnam,Ray
1000662,Michelle Dockery,Rosalind Pearson
1000663,Edward Norton,Bruce Banner
1000663,Liv Tyler,Betty Ross
1000663,Tim Roth,Emil Blonsky
1000664,Tom Holland,Ian Lightfoot (voice)
1000664,Chris Pratt,Barley Lightfoot (voice)
1000664,Julia Louis-Dreyfus,Laurel Lightfoot (voice)
1000666,Dave Foley,Flik (voice)
1000666,Kevin Spacey,Hopper (voice)
1000666,Julia Louis-Dreyfus,Atta (voice)
1000667,Tilda Swinton,Eva Khatchadourian
1000667,John C. Reilly,Franklin Khatchadourian
1000667,Ezra Miller,"Kevin Khatchadourian, Teenager"
1000672,Keanu Reeves,Neo
1000672,Laurence Fishburne,Morpheus
1000672,Carrie-Anne Moss,Trinity
1000673,Michael Douglas,Nicholas Van Orton
1000673,Sean Penn,Conrad Van Orton
1000673,Deborah Kara Unger,Christine
1000674,Awkwafina,Billi
1000674,Zhao Shuzhen,Nai Nai
1000674,Tzi Ma,Haiyan
1000675,Russell Crowe,John Nash
1000675,Jennifer Connelly,Alicia Nash
1000675,Ed Harris,William Parcher
1000676,Steve Carell,Gru (voice)
1000676,Pierre Coffin,Kevin / Stuart / Bob / Minions (voice)
1000676,Alan Arkin,Wild Knuckles (voice)
1000677,Paul Dano,Hank
1000677,Daniel Radcliffe,Manny
1000677,Mary Elizabeth Winstead,Sarah
1000678,Gal Gadot,Diana Prince
1000678,Chris Pine,Steve Trevor
1000678,Kristen Wiig,Barbara Minerva
1000679,Ben Aldridge,Andrew
1000679,Jonathan Groff,Eric
1000679,Kristen Cui,Wen
1000680,Keanu Reeves,Neo / Thomas Anderson
1000680,Carrie-Anne Moss,Trinity / Tiffany
1000680,Yahya Abdul-Mateen II,Morpheus / Agent Smith
1000681,Malin Åkerman,Laurie Jupiter / Silk Spectre II
1000681,Patrick Wilson,Dan Dreiberg / Nite Owl II
1000681,Billy Crudup,Jon Osterman / Dr. Manhattan
1000682,Will Smith,Robert Neville
1000682,Alice Braga,Anna Montez
1000682,Charlie Tahan,Ethan
1000683,Colin Firth,Harry Hart
1000683,Julianne Moore,Poppy
1000683,Taron Egerton,Eggsy
1000684,Ian McKellen,Gandalf the Grey
1000684,Martin Freeman,Bilbo Baggins
1000684,Richard Armitage,Thorin Oakenshield
1000687,Jared Harris,Valery Legasov
1000687,Stellan Skarsgård,Boris Shcherbina
1000687,Emily Watson,Ulana Khomyuk
1000688,François Cluzet,Philippe
1000688,Omar Sy,Driss
1000688,Dominique Henry,Pilote Parapente
1000689,Nicole Kidman,Satine
1000689,Ewan McGregor,Christian
1000689,John Leguizamo,Toulouse-Lautrec
1000692,Brad Pitt,Roy McBride
1000692,Tommy Lee Jones,H. Clifford McBride
1000692,Ruth Negga,Helen Lantos
1000693,Taraji P. Henson,Katherine G. Johnson
1000693,Octavia Spencer,Dorothy Vaughan
1000693,Janelle Monáe,Mary Jackson
1000694,Joseph Gordon-Levitt,Neil
1000694,Brady Corbet,Brian
1000694,Michelle Trachtenberg,Wendy
1000695,Robin Williams,Alan Parrish
1000695,Kirsten Dunst,Judy Shepherd
1000695,Bradley Pierce,Peter Shepherd
1000696,Jason Bateman,Max
1000696,Rachel McAdams,Annie
1000696,Kyle Chandler,Brooks
1000698,Nick Robinson,Simon Spier
1000698,Jennifer Garner,Emily Spier
1000698,Josh Duhamel,Jack Spier
1000700,Emilia Clarke,Louisa 'Lou' Clark
1000700,Sam Claflin,William 'Will' Traynor
1000700,Janet McTeer,Camilla Traynor
1000701,Shawn Wayans,Kevin Copeland
1000701,Marlon Wayans,Marcus Copeland
1000701,Frankie Faison,Elliott Gordon
1000702,Tom Holland,Arvin Russell
1000702,Bill Skarsgård,Willard Russell
1000702,Riley Keough,Sandy Henderson
1000704,Lindsay Lohan,Anna Coleman
1000704,Jamie Lee Curtis,Tess Coleman
1000704,Harold Gould,Grandpa
1000705,Emma Watson,Belle
1000705,Dan Stevens,Beast
1000705,Luke Evans,Gaston
1000706,LaKeith Stanfield,Bill O'Neal
1000706,Daniel Kaluuya,Fred Hampton
1000706,Dominique Fishback,Deborah Johnson
1000707,Ewan McGregor,Danny Torrance
1000707,Kyliegh Curran,Abra Stone
1000707,Rebecca Ferguson,Rose the Hat
1000708,Patrick Wilson,Josh Lambert
1000708,Rose Byrne,Renai Lambert
1000708,Lin Shaye,Elise Rainier
1000709,Patrick Wilson,Ed Warren
1000709,Vera Farmiga,Lorraine Warren
1000709,Madison Wolfe,Janet Hodgson
1000710,Patrick Stewart,Charles Xavier / Professor X
1000710,Ian McKellen,Eric Lehnsherr / Magneto
1000710,Hugh Jackman,Logan / Wolverine
1000711,Christos Stergioglou,Father
1000711,Michele Valley,Mother
1000711,Hristos Passalis,Son
1000712,Jay Baruchel,Hiccup (voice)
1000712,Cate Blanchett,Valka (voice)
1000712,Gerard Butler,Stoick (voice)
1000713,Megumi Ogata,Shinji Ikari (voice)
1000713,Megumi Hayashibara,Rei Ayanami / Yui Ikari (voice)
1000713,Kotono Mitsuishi,Misato Katsuragi (voice)
1000715,Kiana Madeira,Deena Johnson
1000715,Olivia Scott Welch,Samantha 'Sam' Fraser
1000715,Benjamin Flores Jr.,Josh Johnson
1000719,Mike Myers,Shrek (voice)
1000719,Eddie Murphy,Donkey (voice)
1000719,Cameron Diaz,Princess Fiona (voice)
1000720,James Franco,James Franco
1000720,Jonah Hill,Jonah Hill
1000720,Seth Rogen,Seth Rogen
1000721,Freddie Prinze Jr.,Fred Jones
1000721,Sarah Michelle Gellar,Daphne Blake
1000721,Matthew Lillard,Norville 'Shaggy' Rogers
1000722,Renée Zellweger,Bridget Jones
1000722,Colin Firth,Mark Darcy
1000722,Hugh Grant,Daniel Cleaver
1000723,Brendan Fraser,Rick O'Connell
1000723,Rachel Weisz,Evelyn Carnahan
1000723,John Hannah,Jonathan Carnahan
1000724,Kristen Stewart,Bella Swan
1000724,Robert Pattinson,Edward Cullen
1000724,Taylor Lautner,Jacob Black
1000725,Kirsten Dunst,Justine
1000725,Charlotte Gainsbourg,Claire
1000725,Kiefer Sutherland,John
1000727,N.T. Rama Rao Jr.,Komaram Bheem / Akhtar
1000727,Ram Charan,Alluri Sitarama Raju
1000727,Olivia Morris,Jennifer 'Jenny' Buxton
1000730,Dave Franco,"Greg / ""Mark"""
1000730,James Franco,"Tommy / ""Johnny"""
1000730,Seth Rogen,Sandy
1000731,Scarlett Johansson,Lucy Miller
1000731,Morgan Freeman,Professor Samuel Norman
1000731,Choi Min-sik,Mr. Jang
1000732,Hideaki Anno,Jiro Horikoshi (voice)
1000732,Hidetoshi Nishijima,Honjô (voice)
1000732,Miori Takimoto,Naoko Satomi (voice)
1000734,Yoo Ah-in,Lee Jong-su
1000734,Steven Yeun,Ben
1000734,Jun Jong-seo,Shin Hae-mi
1000735,Eddie Redmayne,Tom Hayden
1000735,Sacha Baron Cohen,Abbie Hoffman
1000735,Joseph Gordon-Levitt,Richard Schultz
1000736,Larry the Cable Guy,Mater (voice)
1000736,Owen Wilson,Lightning McQueen (voice)
1000736,Michael Caine,Finn McMissile (voice)
1000737,Kristen Wiig,Annie Walker
1000737,Maya Rudolph,Lillian Donovan
1000737,Rose Byrne,Helen Harris
1000738,Jonah Hill,Schmidt
1000738,Channing Tatum,Jenko
1000738,Peter Stormare,The Ghost
1000740,Brad Pitt,Don 'Wardaddy' Collier
1000740,Shia LaBeouf,Boyd 'Bible' Swan
1000740,Logan Lerman,Norman Ellison
1000741,Ben Stiller,Tugg Speedman
1000741,Robert Downey Jr.,Kirk Lazarus
1000741,Jack Black,Jeff Portnoy
1000742,Emma Stone,"Eugenia ""Skeeter"" Phelan"
1000742,Viola Davis,Aibileen Clark
1000742,Octavia Spencer,Minny Jackson
1000743,George Clooney,Harry Pfarrer
1000743,Frances McDormand,Linda Litzke
1000743,Brad Pitt,Chad Feldheimer
1000744,Lubna Azabal,Nawal
1000744,Mélissa Désormeaux-Poulin,Jeanne Marwan
1000744,Maxim Gaudette,Simon Marwan
1000745,Brad Pitt,Mr. O'Brien
1000745,Sean Penn,Jack
1000745,Jessica Chastain,Mrs. O'Brien
1000747,Charlie Hunnam,Raleigh Becket
1000747,Rinko Kikuchi,Mako Mori
1000747,Idris Elba,Stacker Pentecost
1000748,Asa Butterfield,Bruno
1000748,Zac Mattoon O'Brien,Leon
1000748,Domonkos Németh,Martin
1000749,Jack Black,Po (voice)
1000749,Angelina Jolie,Tigress (voice)
1000749,Dustin Hoffman,Shifu (voice)
1000751,Tom Cruise,Chief John Anderton [Pre-Crime]
1000751,Samantha Morton,Agatha [Pre-Cog Chamber]
1000751,Max von Sydow,Director Lamar Burgess [Pre-Crime]
1000752,Lin-Manuel Miranda,Alexander Hamilton
1000752,Leslie Odom Jr.,Aaron Burr
1000752,Renée Elise Goldsberry,Angelica Schuyler
1000753,Steve Carell,Andy Stitzer
1000753,Catherine Keener,Trish Piedmont
1000753,Paul Rudd,David
1000754,Adam Sandler,Henry Roth
1000754,Drew Barrymore,Lucy Whitmore
1000754,Rob Schneider,Ula
1000757,David Arquette,Dewey Riley
1000757,Neve Campbell,Sidney Prescott
1000757,Courteney Cox,Gale Weathers
1000759,Chris Pratt,Owen Grady
1000759,Bryce Dallas Howard,Claire Dearing
1000759,Rafe Spall,Eli Mills
1000760,Paul Walker,Brian O'Conner
1000760,Vin Diesel,Dominic Toretto
1000760,Michelle Rodriguez,Letty Ortiz
1000761,Brie Larson,Carol Danvers / Captain Marvel
1000761,Teyonah Parris,Monica Rambeau
1000761,Iman Vellani,Kamala Khan / Ms. Marvel
1000762,Jason Sudeikis,David Clark
1000762,Jennifer Aniston,Rose O'Reilly
1000762,Emma Roberts,Casey Mathis
1000765,Amanda Bynes,Viola Hastings
1000765,Channing Tatum,Duke Orsino
1000765,Laura Ramsey,Olivia Lennox
1000766,Shailene Woodley,"Beatrice ""Tris"" Prior"
1000766,Theo James,"Tobias ""Four"" Eaton"
1000766,Zoë Kravitz,Christina
1000767,Kelly Marie Tran,Raya (voice)
1000767,Awkwafina,Sisu (voice)
1000767,Gemma Chan,Namaari (voice)
1000768,Chris Pratt,Owen Grady
1000768,Bryce Dallas Howard,Claire Dearing
1000768,Laura Dern,Ellie Sattler
1000769,Tom Hiddleston,Captain James Conrad
1000769,Samuel L. Jackson,Lieutenant Colonel Preston Packard
1000769,John Goodman,Bill Randa
1000770,Chloë Grace Moretz,Nimona (voice)
1000770,Riz Ahmed,Ballister Boldheart (voice)
1000770,Eugene Lee Yang,Ambrosius Goldenloin (voice)
1000771,Robin Tunney,Sarah Bailey
1000771,Fairuza Balk,Nancy Downs
1000771,Neve Campbell,Bonnie
1000773,Hugh Jackman,Jean Valjean
1000773,Russell Crowe,Javert
1000773,Anne Hathaway,Fantine
1000774,Noomi Rapace,Elizabeth Shaw
1000774,Michael Fassbender,David
1000774,Charlize Theron,Meredith Vickers
1000775,Kurt Russell,Stuntman Mike McKay
1000775,Zoë Bell,Zoë Bell
1000775,Rosario Dawson,Abernathy Ross
1000776,Kenneth Branagh,Hercule Poirot
1000776,Tom Bateman,Mr. Bouc
1000776,Michelle Pfeiffer,Caroline Hubbard
1000777,James McAvoy,Patricia / Dennis / Hedwig / The Beast / Barry / Heinrich / Jade / Ian / Mary Reynolds / Norma / Jalin / Kat / B.T. / Kevin Wendell Crumb / Mr. Pritchard / Felida / Luke / Goddard / Samuel / Polly
1000777,Bruce Willis,David Dunn / The Overseer
1000777,Samuel L. Jackson,Elijah Price / Mr. Glass
1000778,Jason Schwartzman,Jesper (voice)
1000778,J.K. Simmons,Klaus (voice)
1000778,Rashida Jones,Alva (voice)
1000779,James McAvoy,Charles Xavier / Professor X
1000779,Michael Fassbender,Erik Lehnsherr / Magneto
1000779,Oscar Isaac,En Sabah Nur / Apocalypse
1000780,Robert Pattinson,Edward Cullen
1000780,Kristen Stewart,Bella Swan
1000780,Taylor Lautner,Jacob Black
1000781,Ryan Reynolds,Detective Pikachu (voice)
1000781,Justice Smith,Tim Goodman
1000781,Kathryn Newton,Lucy Stevens
1000782,Sydney Sweeney,Sister Cecilia
1000782,Álvaro Morte,Father Sal Tedeschi
1000782,Benedetta Porcaroli,Sister Gwen
1000784,Ryan Gosling,Luke Glanton
1000784,Eva Mendes,Romina Gutierrez
1000784,Bradley Cooper,Avery Cross
1000785,Angelina Jolie,Maleficent
1000785,Elle Fanning,Princess Aurora
1000785,Imelda Staunton,Knotgrass
1000786,Anna Faris,Cindy Campbell
1000786,Jon Abrahams,Bobby Prinze
1000786,Marlon Wayans,Shorty Meeks
1000787,Zac Efron,Troy Bolton
1000787,Vanessa Hudgens,Gabriella Montez
1000787,Ashley Tisdale,Sharpay Evans
1000788,Bruce Willis,Korben Dallas
1000788,Milla Jovovich,Leeloo
1000788,Gary Oldman,Jean-Baptiste Emmanuel Zorg
1000789,Daniel Craig,James Bond
1000789,Christoph Waltz,Franz Oberhauser / Ernst Stavro Blofeld
1000789,Léa Seydoux,Dr. Madeleine Swann
1000790,George Clooney,Everett
1000790,John Turturro,Pete Hogwallop
1000790,Tim Blake Nelson,Delmar O'Donnell
1000791,Viggo Mortensen,Ben Cash
1000791,George MacKay,Bodevan Cash
1000791,Samantha Isler,Kielyr Cash
1000792,Evan Rachel Wood,Tracy Freeland
1000792,Nikki Reed,Evie Zamora
1000792,Holly Hunter,Melanie Freeland
1000793,Shia LaBeouf,Sam Witwicky
1000793,Megan Fox,Mikaela Banes
1000793,Mark Ryan,Bumblebee (voice)
1000794,Eddie Redmayne,Newt Scamander
1000794,Katherine Waterston,Porpentina 'Tina' Goldstein
1000794,Dan Fogler,Jacob Kowalski
1000795,Lily Franky,Osamu Shibata
1000795,Sakura Ando,Nobuyo Shibata
1000795,Mayu Matsuoka,Aki Shibata
1000796,Dakota Johnson,Cassandra Webb
1000796,Sydney Sweeney,Julia Cornwall
1000796,Isabela Merced,Anya Corazón
1000797,Ryan Gosling,Six
1000797,Chris Evans,Lloyd Hansen
1000797,Ana de Armas,Dani Miranda
1000798,Tom Hanks,Viktor Navorski
1000798,Catherine Zeta-Jones,Amelia Warren
1000798,Stanley Tucci,Frank Dixon
1000799,Ashton Kutcher,Evan Treborn
1000799,Amy Smart,Kayleigh Miller
1000799,Melora Walters,Andrea Treborn
1000800,Chiwetel Ejiofor,Scar (voice)
1000800,John Oliver,Zazu (voice)
1000800,Donald Glover,Simba (voice)
1000801,Sharlto Copley,Wikus van de Merwe
1000801,Jason Cope,Christopher Johnson / Grey Bradnam / Trent
1000801,Nathalie Boltt,Sarah Livingstone - Sociologist
1000802,Harrison Ford,Indiana Jones
1000802,Cate Blanchett,Irina Spalko
1000802,Karen Allen,Marion Ravenwood
1000803,Kristen Stewart,Bella Swan
1000803,Robert Pattinson,Edward Cullen
1000803,Taylor Lautner,Jacob Black
1000804,Jessie Buckley,Harper
1000804,Rory Kinnear,Geoffrey
1000804,Paapa Essiedu,James
1000806,Dwayne Johnson,Black Adam / Teth Adam
1000806,Aldis Hodge,Hawkman / Carter Hall
1000806,Noah Centineo,Atom Smasher / Al Rothstein
1000808,Robert Downey Jr.,Sherlock Holmes
1000808,Jude Law,Dr. John Watson
1000808,Rachel McAdams,Irene Adler
1000809,Colin Firth,King George VI
1000809,Geoffrey Rush,Lionel Logue
1000809,Helena Bonham Carter,Queen Elizabeth
1000810,Will Smith,Genie / Mariner
1000810,Mena Massoud,Aladdin
1000810,Naomi Scott,Jasmine
1000812,John C. Reilly,Wreck-It Ralph (voice)
1000812,Sarah Silverman,Vanellope von Schweetz (voice)
1000812,Gal Gadot,Shank (voice)
1000813,Tom Cruise,Vincent
1000813,Jamie Foxx,Max Durocher
1000813,Jada Pinkett Smith,Annie Farrell
1000814,David Arquette,Dewey Riley
1000814,Neve Campbell,Sidney Prescott
1000814,Courteney Cox,Gale Weathers
1000815,Tom Cruise,Ethan Hunt
1000815,Jeremy Renner,William Brandt
1000815,Simon Pegg,Benji Dunn
1000816,Joseph Gordon-Levitt,Joe
1000816,Bruce Willis,Old Joe
1000816,Emily Blunt,Sara
1000817,Leonardo DiCaprio,Amsterdam Vallon
